WAVES/D,MP905n5_400C_1st_EQE,MP905n5_350C_1st_EQE,MP905n5_350C_EQE,MP905n5_300C_2nd_EQE,MP905n5_300C_1st_EQE,MP905n5_300C_EQE,MP905n5_200C_2nd_EQE,MP905n5_200C_1st_EQE,MP905n5_100C_2nd_EQE,MP905n5_100C_1st_EQE,MP905n5_25C_2nd_EQE,MP905n5_25C_1st_EQE
330,0.1910091029193318,0.2087730942552041,0.2144135068452057,0.0670727326616269,0.2496108536049243,0.2268236352044267,0.004870465894121,0.2423707370909836,0.0,0.2646465946358474,0.0061743256639275,0.2725356435605487
340,0.1762870767118022,0.1893986911583227,0.188410157667915,0.0236876009277835,0.2099422798512051,0.2206058599247449,0.0049073373199586,0.2370329708561379,0.0041222192084598,0.2664266348189672,0.0042086089584671,0.2811618714321215
350,0.1844505437012239,0.1965223262843451,0.1977750089624192,0.0082944957833833,0.2281764004574131,0.2174877338310686,0.0063890575215513,0.247114434121969,0.0029016167108746,0.285056892582488,0.0052314097029675,0.293331513694484
360,0.2064755599618656,0.2230497700950301,0.2206234598793647,0.0037676188025176,0.238736742954418,0.2500437676781762,0.0006692636792408,0.2710971104195189,0.0032987567856113,0.305791484518503,0.0051028360896327,0.3195407075938624
370,0.2553470508362567,0.2727730464424947,0.2807157562352025,0.0010774999495109,0.2931500650895124,0.2945365265312599,0.0010745726666353,0.3346323962785996,0.0030251332237168,0.359063949790106,0.0059544701390743,0.3713766670855895
380,0.3121914355188257,0.3328613732687118,0.3376368058937534,0.0162035530075413,0.3552638345444173,0.3521927261305999,0.0017328358582702,0.4015578976631674,0.0042004546363375,0.4313433473250362,0.0065092033196508,0.4457179635329158
390,0.3810274528613214,0.4017039430586403,0.4062167086596763,0.0013895862851329,0.4329038376489429,0.4310178477401933,0.002477652109499,0.4834753305715966,0.0047245653569476,0.528759126826875,0.0078560221071374,0.535333950562001
400,0.4569559043865182,0.480809946591737,0.4783187148631535,0.011475884196171,0.519371953484799,0.5228031748276539,0.0034670245834364,0.5743541146321591,0.0052414283964403,0.6075528303382968,0.0080822982564182,0.6150532787911701
410,0.5135172679237717,0.5390069820877167,0.5393126030691126,0.0061831321306026,0.5772891031262212,0.568527372461427,0.0028318768851678,0.6408750364333797,0.005341943507809,0.6632718171650043,0.0093960416457044,0.6701573461961587
420,0.5525706197894033,0.579147663638702,0.5813960737038101,0.0021188087130506,0.6027039181074076,0.6038410596282944,0.0041208665202771,0.6571830910948233,0.0060695661094881,0.6761531448332017,0.0096134911158468,0.6755834191775734
