darkV,darkI,darkT,lightV,lightI,lightT,lightM
-2.104234,-0.02822686,25.0999497,0.1862955,-0.1569843,25.02869109,-2.669373
-2.00176,-0.02641922,25.10101797,0.1960516,-0.1569299,25.02869109,-2.669983
-1.904279,-0.02470955,25.10208625,0.206362,-0.1568507,25.02850892,-2.669373
-1.801961,-0.02300605,25.10326135,0.2161181,-0.1567745,25.0257761,-2.669373
-1.704384,-0.02145601,25.10432963,0.226438,-0.1567129,25.02304331,-2.669373
-1.602109,-0.01978886,25.1053979,0.236336,-0.1566353,25.02304331,-2.669678
-1.504645,-0.01831234,25.10646618,0.2462971,-0.1565481,25.02304331,-2.669373
-1.401819,-0.01667768,25.10678667,0.2562034,-0.1564775,25.02304331,-2.668762
-1.304295,-0.01521134,25.10678667,0.2665246,-0.1564091,25.0221018,-2.669373
-1.202405,-0.01374755,25.10678667,0.2762949,-0.1563581,25.02101544,-2.669983
-1.105043,-0.0123986,25.10678667,0.2865934,-0.1562798,25.02076196,-2.669678
-1.002301,-0.01100212,25.10678667,0.2963817,-0.1561874,25.02076196,-2.669067
-0.9047546,-0.0097314,25.10678667,0.3066719,-0.1560998,25.02076196,-2.669373
-0.8023941,-0.00845591,25.10678667,0.316484,-0.1560067,25.01963355,-2.668762
-0.704596,-0.007233868,25.10678667,0.3268433,-0.1559329,25.01816171,-2.669373
-0.602121,-0.006024431,25.10678667,0.3365147,-0.1558916,25.01772015,-2.669678
-0.5045196,-0.00490647,25.10689778,0.3467655,-0.1558126,25.01772015,-2.669373
-0.4068863,-0.003816074,25.10800879,0.356555,-0.1557395,25.01772015,-2.669373
-0.3044052,-0.002761503,25.1091198,0.3668451,-0.155654,25.0182795,-2.669678
-0.2067978,-0.001808749,25.12605571,0.3766394,-0.1555666,25.01883886,-2.669373
-0.1043304,-0.000870282,25.12605571,0.3869343,-0.15547,25.01891344,-2.669373
-0.1031597,-0.000741093,25.16073852,0.3967464,-0.1553721,25.01891344,-2.669067
-0.09348564,-0.000669862,25.15653489,0.406965,-0.1552756,25.01891344,-2.669373
-0.08355636,-0.000598005,25.15558312,0.4167652,-0.1551922,25.01958066,-2.669067
-0.0739914,-0.000529485,25.15562723,0.4265714,-0.1550915,25.02035052,-2.669067
-0.06421661,-0.000459425,25.15565333,0.4368174,-0.1550096,25.02050449,-2.669678
-0.05452576,-0.000389497,25.1536873,0.4465997,-0.1549023,25.02050449,-2.669983
-0.03995056,-0.00028556,25.15176923,0.4568768,-0.1547545,25.02068127,-2.669373
-0.03018837,-0.00021585,25.15234595,0.4666877,-0.1546085,25.0215652,-2.668762
-0.02042275,-0.00014606,25.15279292,0.4770064,-0.1544669,25.02244912,-2.669067
-0.0106533,-7.67E-05,25.15323344,0.4868722,-0.1543269,25.02262589,-2.669678
-0.000931168,-7.46E-06,25.15356068,0.4970312,-0.1541706,25.02262589,-2.669678
0.008817911,6.19E-05,25.15513325,0.5067837,-0.1539666,25.02262589,-2.669373
0.01861453,0.000131294,25.15807328,0.5170941,-0.1537163,25.02379323,-2.669373
0.02835631,0.000200491,25.15807328,0.5268574,-0.15342,25.02514015,-2.669373
0.03803849,0.00026896,25.15764648,0.5370986,-0.1530326,25.02545443,-2.669067
0.04773855,0.000338124,25.15752095,0.5468488,-0.1525887,25.02545443,-2.669373
0.05752802,0.00040745,25.15752095,0.5570984,-0.1519559,25.02533526,-2.669067
0.06727934,0.0004759,25.15752095,0.5668736,-0.1511969,25.02462028,-2.669678
0.07705808,0.000544339,25.15752095,0.5772364,-0.1501236,25.02397679,-2.669373
0.08685946,0.000614275,25.15748346,0.5869949,-0.1487545,25.02397679,-2.669067
0.1055956,0.000865825,25.12605571,0.597235,-0.1468271,25.02397679,-2.669373
0.1154125,0.000935928,25.12605571,0.6070149,-0.1443822,25.02397679,-2.669678
0.1250744,0.001009138,25.12605571,0.6172979,-0.1408745,25.02111203,-2.669067
0.1351869,0.001077114,25.12605571,0.6271052,-0.1363961,25.01767431,-2.669373
0.1446307,0.001162442,25.12605571,0.6373441,-0.1300791,25.01675757,-2.669067
0.1543462,0.001235748,25.12605571,0.6471241,-0.1220502,25.01675757,-2.668762
0.1642239,0.001313667,25.12605571,0.6575382,-0.1107438,25.01675757,-2.669373
0.1739502,0.001387642,25.12605571,0.6671238,-0.0969341,25.01712769,-2.669373
0.1837707,0.001469695,25.12605571,0.6769443,-0.07872199,25.01752425,-2.669983
0.1935244,0.001537217,25.12605571,0.6870484,-0.05443446,25.01763,-2.669067
0.203197,0.001623095,25.12605571,0.6967676,-0.02496236,25.01763,-2.669067
0.2128994,0.001688872,25.12605571,0.7069337,0.01356718,25.01763,-2.669373
0.2227581,0.001766552,25.12605571,0.7166195,0.0586592,25.01431763,-2.669067
0.2373266,0.001884792,25.12605571,0.7269251,0.115783,25.00980079,-2.669067
0.2469373,0.001958887,25.12605571,0.7365489,0.1794875,25.00829518,-2.669067
0.2568161,0.002039411,25.12605571,0.7387137,0.1926235,25.00829518,-2.669373
0.2666104,0.0021234,25.12605571,,,,
0.2762556,0.00219446,25.12605571,,,,
0.2864885,0.002272832,25.12605571,,,,
0.2957749,0.002328069,25.12605571,,,,
0.3055263,0.002420711,25.12605571,,,,
0.315274,0.002506947,25.12605571,,,,
0.3250289,0.002574373,25.12605571,,,,
0.3350663,0.002666442,25.12605571,,,,
0.3447378,0.002734465,25.12605571,,,,
0.3541601,0.002825004,25.12605571,,,,
0.3639293,0.00290223,25.12605571,,,,
0.3736985,0.002984403,25.12605571,,,,
0.3834307,0.003082112,25.12605571,,,,
0.3931844,0.00316407,25.12605571,,,,
0.4028904,0.003254226,25.12605571,,,,
0.4126537,0.003349665,25.12605571,,,,
0.4223299,0.003438626,25.12605571,,,,
0.4320002,0.00353581,25.12621264,,,,
0.4466212,0.003683473,25.12636958,,,,
0.4563367,0.0037933,25.12652651,,,,
0.4661107,0.00390688,25.12668344,,,,
0.4758883,0.004023137,25.12684037,,,,
0.4856181,0.004168864,25.12699731,,,,
0.4953623,0.004316838,25.12715424,,,,
0.50511,0.004486729,25.12731117,,,,
0.5148113,0.00468492,25.12746811,,,,
0.5245686,0.004914398,25.12762504,,,,
0.5343997,0.005200522,25.12778197,,,,
0.5441117,0.005536482,25.1279389,,,,
0.5538189,0.005962501,25.12809584,,,,
0.5635393,0.006498444,25.13150753,,,,
0.5733442,0.007188503,25.13573863,,,,
0.5830705,0.008063559,25.13801472,,,,
0.5927873,0.009203037,25.14076997,,,,
0.6025326,0.0107161,25.14162086,,,,
0.6123364,0.01271435,25.14421052,,,,
0.6220257,0.01535308,25.14454347,,,,
0.6318164,0.01886563,25.14614976,,,,
0.6464529,0.0264555,25.1473736,,,,
0.6561828,0.03366004,25.14846438,,,,
0.6658721,0.04307643,25.1494962,,,,
0.6755769,0.05562183,25.15011023,,,,
0.6852865,0.07204555,25.15108814,,,,
0.6950772,0.0932667,25.15108814,,,,
0.7048762,0.1203492,25.1522821,,,,
0.7145894,0.1544544,25.15260787,,,,
0.7239437,0.1978536,25.15640851,,,,
0.7241583,0.1919035,25.16073852,,,,
0.724535,0.1960326,25.15711434,,,,
