Vdark,Jdark,Vlight,Jlight
3.41,8.0242214,3.405,-4.2886453
3.4,7.4655709,3.4,-4.5856576
3.39,6.9076991,3.395,-4.9229083
3.38,6.390398,3.39,-5.1946216
3.37,5.9510379,3.385,-5.4553785
3.36,5.5054498,3.38,-5.7594619
3.35,5.129931,3.375,-6.0078683
3.34,4.7448096,3.37,-6.2421317
3.33,4.390398,3.365,-6.466434
3.32,4.0929065,3.36,-6.7315741
3.31,3.7871971,3.355,-6.9451194
3.3,3.5060554,3.35,-7.1424303
3.29,3.2693772,3.345,-7.3715138
3.28,3.026211,3.34,-7.5628486
3.27,2.8034601,3.335,-7.7458167
3.26,2.6151385,3.33,-7.9499002
3.25,2.4213667,3.325,-8.1180277
3.24,2.2588236,3.32,-8.2785854
3.23,2.092993,3.315,-8.4621515
3.22,1.9385813,3.31,-8.6088648
3.21,1.809429,3.305,-8.7562742
3.2,1.6772491,3.3,-8.9219122
3.19,1.5542387,3.295,-9.0521908
3.18,1.4509516,3.29,-9.1801796
3.17,1.3454152,3.285,-9.3318729
3.16,1.2470589,3.28,-9.4515934
3.15,1.164879,3.275,-9.5604582
3.14,1.0806228,3.27,-9.6937256
3.13,1.0089966,3.265,-9.8027897
3.12,0.93598616,3.26,-9.8988056
3.11,0.86851209,3.255,-9.9973106
3.1,0.81115919,3.25,-10.113546
3.09,0.75274217,3.245,-10.204184
3.08,0.69870239,3.24,-10.290836
3.07,0.65285468,3.235,-10.390438
3.06,0.60608131,3.23,-10.471115
3.05,0.56279415,3.225,-10.551793
3.04,0.52598614,3.22,-10.640438
3.03,0.48859861,3.215,-10.708168
3.02,0.45384946,3.21,-10.777888
3.01,0.42432526,3.205,-10.860559
3,0.3941609,3.2,-10.923306
2.99,0.36854669,3.195,-10.984064
2.98,0.3425,3.19,-11.05478
2.97,0.31833044,3.185,-11.110558
2.96,0.29774222,3.18,-11.163347
2.95,0.27679929,3.175,-11.223107
2.94,0.25730971,3.17,-11.272908
2.93,0.24071799,3.165,-11.321713
2.92,0.22385813,3.16,-11.373506
2.91,0.20821799,3.155,-11.418326
2.9,0.19486159,3.15,-11.464144
2.89,0.18127163,3.145,-11.512948
2.88,0.1697405,3.14,-11.545816
2.87,0.15782872,3.135,-11.583666
2.86,0.14685121,3.13,-11.621514
2.85,0.1376211,3.125,-11.661354
2.84,0.12801903,3.12,-11.692231
2.83,0.11919551,3.115,-11.7251
2.82,0.1116609,3.11,-11.760957
2.81,0.10389274,3.105,-11.787849
2.8,0.096738756,3.1,-11.813745
2.79,0.090692043,3.095,-11.843625
2.78,0.084429063,3.09,-11.868526
2.77,0.078633219,3.085,-11.891435
2.76,0.074021623,3.08,-11.921315
2.75,0.068873703,3.075,-11.941236
2.74,0.064538926,3.07,-11.961155
2.73,0.060037196,3.065,-11.982071
2.72,0.055875432,3.06,-12.001992
2.71,0.052457612,3.055,-12.020916
2.7,0.048935987,3.05,-12.041833
2.69,0.04567128,3.045,-12.054781
2.68,0.042963669,3.04,-12.070718
2.67,0.04007699,3.035,-12.091634
2.66,0.037313148,3.03,-12.108565
2.65,0.034980968,3.025,-12.12251
2.64,0.03252941,3.02,-12.134461
2.63,0.030469723,3.015,-12.141434
2.62,0.028450692,3.01,-12.153386
2.61,0.026588235,3.005,-12.167331
2.6,0.025023356,3,-12.178287
2.59,0.023460208,2.995,-12.188247
2.58,0.021916956,2.99,-12.197211
2.57,0.020525087,2.985,-12.205179
2.56,0.019121107,2.98,-12.215139
2.55,0.017753461,2.975,-12.222112
2.54,0.016609861,2.97,-12.226096
2.53,0.015537198,2.965,-12.231076
2.52,0.014645328,2.96,-12.238049
2.51,0.013738754,2.955,-12.244024
2.5,0.012937716,2.95,-12.249004
2.49,0.012186851,2.945,-12.250997
2.48,0.01133391,2.94,-12.256972
2.47,0.010537197,2.935,-12.261951
2.46,0.0098218,2.93,-12.266932
2.45,0.009097751,2.925,-12.269919
2.44,0.008516436,2.92,-12.278884
2.43,0.008054498,2.915,-12.281872
2.42,0.007472145,2.91,-12.280876
2.41,0.007109256,2.905,-12.287848
2.4,0.006772318,2.9,-12.288844
2.39,0.006148703,2.895,-12.289841
2.38,0.005799135,2.89,-12.294821
2.37,0.005600952,2.885,-12.297809
2.36,0.005143166,2.88,-12.302789
2.35,0.004703893,2.875,-12.302789
2.34,0.004551644,2.87,-12.304781
2.33,0.00429109,2.865,-12.306772
2.32,0.003856574,2.86,-12.309761
2.31,0.003653806,2.855,-12.310757
2.3,0.003585208,2.85,-12.315737
2.29,0.003251125,2.845,-12.316733
2.28,0.00293737,2.84,-12.321713
2.27,0.002930882,2.835,-12.318725
2.26,0.002741955,2.83,-12.324701
2.25,0.002376644,2.825,-12.326694
2.24,0.002310986,2.82,-12.325697
2.23,0.002311678,2.815,-12.325697
2.22,0.002012457,2.81,-12.328685
2.21,0.001829152,2.805,-12.333665
2.2,0.001890831,2.8,-12.335657
2.19,0.001729412,2.795,-12.332669
2.18,0.001444204,2.79,-12.337649
2.17,0.00145372,2.785,-12.339642
2.16,0.001480536,2.78,-12.339642
2.15,0.001222664,2.775,-12.342629
2.14,0.001116869,2.77,-12.34761
2.13,0.001234516,2.765,-12.348606
2.12,0.001083997,2.76,-12.350597
2.11,0.000847491,2.755,-12.354582
2.1,0.000924481,2.75,-12.354582
2.09,0.00094801,2.745,-12.35259
2.08,0.000725649,2.74,-12.350597
2.07,0.000727301,2.735,-12.354582
2.06,0.000751177,2.73,-12.35757
2.05,0.000696436,2.725,-12.35757
2.04,0.00057833,2.72,-12.359562
2.03,0.000490545,2.715,-12.361554
2.02,0.000486505,2.71,-12.359562
2.01,0.000535234,2.705,-12.356574
2,0.000514031,2.7,-12.35757
1.99,0.000423088,2.695,-12.354582
1.98,0.000325009,2.69,-12.354582
1.97,0.000310753,2.685,-12.356574
1.96,0.000371012,2.68,-12.358566
1.95,0.000383287,2.675,-12.359562
1.94,0.00031808,2.67,-12.354582
1.93,0.000215476,2.665,-12.35757
1.92,0.000190631,2.66,-12.361554
1.91,0.00024487,2.655,-12.365538
1.9,0.00028878,2.65,-12.364542
1.89,0.000248824,2.645,-12.364542
1.88,0.000148235,2.64,-12.366534
1.87,0.000107898,2.635,-12.36753
1.86,0.000145787,2.63,-12.366534
1.85,0.000215978,2.625,-12.368526
1.84,0.00020045,2.62,-12.368526
1.83,0.00011186,2.615,-12.368526
1.82,0.000171756,2.61,-12.371514
1.81,0.000183157,2.605,-12.376494
1.8,0.000118702,2.6,-12.374502
1.79,0.000120709,2.595,-12.373507
1.78,0.000164394,2.59,-12.373507
1.77,0.000126099,2.585,-12.375499
1.76,0.000128253,2.58,-12.373507
1.75,0.000143824,2.575,-12.371514
1.74,8.25E-05,2.57,-12.374502
1.73,0.000137249,2.565,-12.375499
1.72,8.92E-05,2.56,-12.376494
1.71,7.83E-05,2.555,-12.376494
1.7,3.52E-05,2.55,-12.375499
1.69,6.86E-05,2.545,-12.37749
1.68,2.97E-05,2.54,-12.378487
1.67,6.05E-05,2.535,-12.380479
1.66,2.55E-05,2.53,-12.379482
1.65,5.30E-05,2.525,-12.380479
1.64,2.20E-05,2.52,-12.378487
1.63,4.60E-05,2.515,-12.381474
1.62,1.98E-05,2.51,-12.381474
1.61,3.92E-05,2.505,-12.381474
1.6,1.85E-05,2.5,-12.380479
1.59,3.26E-05,2.495,-12.380479
1.58,1.79E-05,2.49,-12.38247
1.57,2.65E-05,2.485,-12.383467
1.56,1.80E-05,2.48,-12.385459
1.55,2.03E-05,2.475,-12.38247
1.54,1.86E-05,2.47,-12.383467
1.53,1.46E-05,2.465,-12.384462
1.52,1.95E-05,2.46,-12.38745
1.51,9.24E-06,2.455,-12.390439
1.5,3.06E-05,2.45,-12.394423
1.49,8.02E-05,2.445,-12.390439
1.48,9.07E-06,2.44,-12.389442
1.47,1.54E-05,2.435,-12.391435
1.46,-1.13E-05,2.43,-12.39243
1.45,3.38E-05,2.425,-12.39243
1.44,-1.43E-05,2.42,-12.393427
1.43,3.20E-05,2.415,-12.39243
1.42,-1.56E-05,2.41,-12.395419
1.41,3.05E-05,2.405,-12.394423
1.4,-1.62E-05,2.4,-12.39243
1.39,2.88E-05,2.395,-12.390439
1.38,-1.64E-05,2.39,-12.39243
1.37,2.70E-05,2.385,-12.39243
1.36,-1.61E-05,2.38,-12.395419
1.35,2.50E-05,2.375,-12.39741
1.34,-1.55E-05,2.37,-12.394423
1.33,2.28E-05,2.365,-12.394423
1.32,-1.47E-05,2.36,-12.398407
1.31,2.06E-05,2.355,-12.39741
1.3,-1.35E-05,2.35,-12.399403
1.29,1.80E-05,2.345,-12.401395
1.28,-1.19E-05,2.34,-12.400399
1.27,1.52E-05,2.335,-12.405379
1.26,-9.79E-06,2.33,-12.405379
1.25,1.20E-05,2.325,-12.406375
1.24,4.35E-06,2.32,-12.406375
1.23,-1.58E-06,2.315,-12.408367
1.22,3.43E-06,2.31,-12.409363
1.21,4.10E-07,2.305,-12.411354
1.2,2.86E-08,2.3,-12.411354
1.19,3.04E-06,2.295,-12.414342
1.18,-2.24E-06,2.29,-12.41235
1.17,3.40E-06,2.285,-12.415339
1.16,-1.25E-06,2.28,-12.413346
1.15,4.32E-07,2.275,-12.41235
1.14,1.75E-06,2.27,-12.41235
1.13,-2.39E-06,2.265,-12.415339
1.12,3.10E-06,2.26,-12.416334
1.11,-2.53E-06,2.255,-12.41733
1.1,9.92E-07,2.25,-12.418326
1.09,4.59E-07,2.245,-12.416334
1.08,-2.23E-06,2.24,-12.414342
1.07,2.58E-06,2.235,-12.415339
1.06,-3.28E-06,2.23,-12.418326
1.05,1.51E-06,2.225,-12.419322
1.04,-7.42E-07,2.22,-12.419322
1.03,-1.86E-06,2.215,-12.419322
1.02,1.94E-06,2.21,-12.419322
1.01,-3.60E-06,2.205,-12.421314
1,1.91E-06,2.2,-12.421314
0.99,-1.83E-06,2.195,-12.420319
0.98,-1.26E-06,2.19,-12.420319
0.97,1.26E-06,2.185,-12.41733
0.96,-3.60E-06,2.18,-12.419322
0.95,2.12E-06,2.175,-12.419322
0.94,-2.72E-06,2.17,-12.414342
0.93,-6.29E-07,2.165,-12.413346
0.92,5.85E-07,2.16,-12.415339
0.91,-3.42E-06,2.155,-12.415339
0.9,2.13E-06,2.15,-12.416334
0.89,-3.39E-06,2.145,-12.414342
0.88,4.62E-08,2.14,-12.418326
0.87,-1.81E-07,2.135,-12.42231
0.86,-3.09E-06,2.13,-12.423306
0.85,1.97E-06,2.125,-12.425299
0.84,-3.85E-06,2.12,-12.42729
0.83,7.10E-07,2.115,-12.428287
0.82,-1.01E-06,2.11,-12.42729
0.81,-2.57E-06,2.105,-12.43227
0.8,1.62E-06,2.1,-12.434262
0.79,-4.07E-06,2.095,-12.433267
0.78,1.37E-06,2.09,-12.435259
0.77,-1.93E-06,2.085,-12.437251
0.76,-1.91E-06,2.08,-12.440239
0.75,1.17E-06,2.075,-12.438247
0.74,-4.01E-06,2.07,-12.436255
0.73,1.77E-06,2.065,-12.438247
0.72,-2.71E-06,2.06,-12.440239
0.71,-1.16E-06,2.055,-12.439242
0.7,5.93E-07,2.05,-12.440239
0.69,-3.73E-06,2.045,-12.442231
0.68,1.95E-06,2.04,-12.440239
0.67,-3.38E-06,2.035,-12.437251
0.66,-4.08E-07,2.03,-12.440239
0.65,-2.14E-08,2.025,-12.440239
0.64,-3.38E-06,2.02,-12.437251
0.63,1.91E-06,2.015,-12.436255
0.62,-3.84E-06,2.01,-12.439242
0.61,3.38E-07,2.005,-12.440239
0.6,-7.19E-07,2,-12.435259
0.59,-2.95E-06,1.995,-12.437251
0.58,1.73E-06,1.99,-12.440239
0.57,-4.09E-06,1.985,-12.442231
0.56,9.58E-07,1.98,-12.440239
0.55,-1.47E-06,1.975,-12.440239
0.54,-2.38E-06,1.97,-12.440239
0.53,1.42E-06,1.965,-12.439242
0.52,-4.15E-06,1.96,-12.439242
0.51,1.48E-06,1.955,-12.440239
0.5,-2.22E-06,1.95,-12.442231
0.49,-1.78E-06,1.945,-12.442231
0.48,1.02E-06,1.94,-12.442231
0.47,-4.03E-06,1.935,-12.442231
0.46,1.82E-06,1.93,-12.444222
0.45,-2.88E-06,1.925,-12.444222
0.44,-1.07E-06,1.92,-12.444222
0.43,4.96E-07,1.915,-12.444222
0.42,-3.77E-06,1.91,-12.448207
0.41,1.95E-06,1.905,-12.447211
0.4,-3.48E-06,1.9,-12.446215
0.39,-2.99E-07,1.895,-12.445219
0.38,-1.37E-07,1.89,-12.444222
0.37,-3.34E-06,1.885,-12.443227
0.36,1.91E-06,1.88,-12.444222
0.35,-3.89E-06,1.875,-12.444222
0.34,4.07E-07,1.87,-12.446215
0.33,-8.42E-07,1.865,-12.444222
0.32,-2.85E-06,1.86,-12.447211
0.31,1.70E-06,1.855,-12.449203
0.3,-4.11E-06,1.85,-12.447211
0.29,1.07E-06,1.845,-12.446215
0.28,-1.59E-06,1.84,-12.447211
0.27,-2.30E-06,1.835,-12.446215
0.26,1.37E-06,1.83,-12.445219
0.25,-4.16E-06,1.825,-12.447211
0.24,1.56E-06,1.82,-12.447211
0.23,-2.31E-06,1.815,-12.447211
0.22,-1.65E-06,1.81,-12.449203
0.21,9.66E-07,1.805,-12.445219
0.2,-4.01E-06,1.8,-12.448207
0.19,1.87E-06,1.795,-12.445219
0.18,-2.98E-06,1.79,-12.442231
0.17,-9.64E-07,1.785,-12.446215
0.16,4.50E-07,1.78,-12.445219
0.15,-3.73E-06,1.775,-12.442231
0.14,2.00E-06,1.77,-12.441235
0.13,-3.51E-06,1.765,-12.440239
0.12,-2.33E-07,1.76,-12.441235
0.11,-1.85E-07,1.755,-12.442231
0.1,-3.33E-06,1.75,-12.442231
0.09,1.92E-06,1.745,-12.443227
0.08,-3.93E-06,1.74,-12.443227
0.07,5.07E-07,1.735,-12.442231
0.06,-9.16E-07,1.73,-12.441235
0.05,-2.80E-06,1.725,-12.442231
0.04,1.67E-06,1.72,-12.440239
0.03,-4.14E-06,1.715,-12.439242
0.02,1.21E-06,1.71,-12.442231
0.01,-1.76E-06,1.705,-12.444222
0,-2.13E-06,1.7,-12.442231
,,1.695,-12.440239
,,1.69,-12.442231
,,1.685,-12.445219
,,1.68,-12.444222
,,1.675,-12.447211
,,1.67,-12.449203
,,1.665,-12.448207
,,1.66,-12.447211
,,1.655,-12.447211
,,1.65,-12.446215
,,1.645,-12.447211
,,1.64,-12.446215
,,1.635,-12.450199
,,1.63,-12.453187
,,1.625,-12.447211
,,1.62,-12.449203
,,1.615,-12.451195
,,1.61,-12.450199
,,1.605,-12.451195
,,1.6,-12.450199
,,1.595,-12.454183
,,1.59,-12.454183
,,1.585,-12.454183
,,1.58,-12.455179
,,1.575,-12.452191
,,1.57,-12.448207
,,1.565,-12.446215
,,1.56,-12.450199
,,1.555,-12.450199
,,1.55,-12.446215
,,1.545,-12.446215
,,1.54,-12.447211
,,1.535,-12.450199
,,1.53,-12.447211
,,1.525,-12.450199
,,1.52,-12.452191
,,1.515,-12.451195
,,1.51,-12.453187
,,1.505,-12.454183
,,1.5,-12.448207
,,1.495,-12.447211
,,1.49,-12.450199
,,1.485,-12.452191
,,1.48,-12.447211
,,1.475,-12.452191
,,1.47,-12.452191
,,1.465,-12.449203
,,1.46,-12.445219
,,1.455,-12.447211
,,1.45,-12.447211
,,1.445,-12.447211
,,1.44,-12.447211
,,1.435,-12.449203
,,1.43,-12.452191
,,1.425,-12.450199
,,1.42,-12.449203
,,1.415,-12.453187
,,1.41,-12.452191
,,1.405,-12.448207
,,1.4,-12.449203
,,1.395,-12.449203
,,1.39,-12.449203
,,1.385,-12.447211
,,1.38,-12.447211
,,1.375,-12.446215
,,1.37,-12.445219
,,1.365,-12.443227
,,1.36,-12.448207
,,1.355,-12.447211
,,1.35,-12.444222
,,1.345,-12.443227
,,1.34,-12.447211
,,1.335,-12.450199
,,1.33,-12.449203
,,1.325,-12.451195
,,1.32,-12.452191
,,1.315,-12.454183
,,1.31,-12.456175
,,1.305,-12.455179
,,1.3,-12.455179
,,1.295,-12.456175
,,1.29,-12.457171
,,1.285,-12.459163
,,1.28,-12.460159
,,1.275,-12.456175
,,1.27,-12.455179
,,1.265,-12.456175
,,1.26,-12.456175
,,1.255,-12.457171
,,1.25,-12.453187
,,1.245,-12.454183
,,1.24,-12.452191
,,1.235,-12.449203
,,1.23,-12.448207
,,1.225,-12.451195
,,1.22,-12.452191
,,1.215,-12.452191
,,1.21,-12.456175
,,1.205,-12.455179
,,1.2,-12.454183
,,1.195,-12.453187
,,1.19,-12.455179
,,1.185,-12.454183
,,1.18,-12.452191
,,1.175,-12.453187
,,1.17,-12.455179
,,1.165,-12.458167
,,1.16,-12.452191
,,1.155,-12.449203
,,1.15,-12.451195
,,1.145,-12.450199
,,1.14,-12.449203
,,1.135,-12.453187
,,1.13,-12.459163
,,1.125,-12.454183
,,1.12,-12.454183
,,1.115,-12.458167
,,1.11,-12.459163
,,1.105,-12.456175
,,1.1,-12.457171
,,1.095,-12.459163
,,1.09,-12.458167
,,1.085,-12.457171
,,1.08,-12.459163
,,1.075,-12.457171
,,1.07,-12.457171
,,1.065,-12.454183
,,1.06,-12.459163
,,1.055,-12.461155
,,1.05,-12.458167
,,1.045,-12.459163
,,1.04,-12.462152
,,1.035,-12.463147
,,1.03,-12.459163
,,1.025,-12.458167
,,1.02,-12.463147
,,1.015,-12.462152
,,1.01,-12.460159
,,1.005,-12.461155
,,1,-12.461155
,,0.995,-12.461155
,,0.99,-12.464143
,,0.985,-12.467132
,,0.98,-12.465139
,,0.975,-12.466135
,,0.97,-12.469124
,,0.965,-12.471115
,,0.96,-12.470119
,,0.955,-12.464143
,,0.95,-12.467132
,,0.945,-12.470119
,,0.94,-12.468127
,,0.935,-12.466135
,,0.93,-12.468127
,,0.925,-12.471115
,,0.92,-12.467132
,,0.915,-12.472112
,,0.91,-12.4751
,,0.905,-12.471115
,,0.9,-12.472112
,,0.895,-12.4751
,,0.89,-12.478087
,,0.885,-12.477092
,,0.88,-12.474104
,,0.875,-12.478087
,,0.87,-12.48008
,,0.865,-12.48008
,,0.86,-12.476095
,,0.855,-12.477092
,,0.85,-12.478087
,,0.845,-12.473107
,,0.84,-12.471115
,,0.835,-12.471115
,,0.83,-12.471115
,,0.825,-12.471115
,,0.82,-12.473107
,,0.815,-12.4751
,,0.81,-12.471115
,,0.805,-12.472112
,,0.8,-12.471115
,,0.795,-12.473107
,,0.79,-12.473107
,,0.785,-12.474104
,,0.78,-12.4751
,,0.775,-12.4751
,,0.77,-12.4751
,,0.765,-12.474104
,,0.76,-12.476095
,,0.755,-12.472112
,,0.75,-12.472112
,,0.745,-12.477092
,,0.74,-12.477092
,,0.735,-12.474104
,,0.73,-12.476095
,,0.725,-12.473107
,,0.72,-12.473107
,,0.715,-12.4751
,,0.71,-12.478087
,,0.705,-12.4751
,,0.7,-12.477092
,,0.695,-12.474104
,,0.69,-12.473107
,,0.685,-12.473107
,,0.68,-12.4751
,,0.675,-12.473107
,,0.67,-12.4751
,,0.665,-12.4751
,,0.66,-12.472112
,,0.655,-12.471115
,,0.65,-12.471115
,,0.645,-12.471115
,,0.64,-12.471115
,,0.635,-12.474104
,,0.63,-12.4751
,,0.625,-12.477092
,,0.62,-12.477092
,,0.615,-12.476095
,,0.61,-12.4751
,,0.605,-12.472112
,,0.6,-12.472112
,,0.595,-12.474104
,,0.59,-12.478087
,,0.585,-12.473107
,,0.58,-12.474104
,,0.575,-12.471115
,,0.57,-12.471115
,,0.565,-12.469124
,,0.56,-12.466135
,,0.555,-12.467132
,,0.55,-12.471115
,,0.545,-12.472112
,,0.54,-12.473107
,,0.535,-12.4751
,,0.53,-12.473107
,,0.525,-12.469124
,,0.52,-12.473107
,,0.515,-12.476095
,,0.51,-12.473107
,,0.505,-12.477092
,,0.5,-12.48008
,,0.495,-12.48008
,,0.49,-12.478087
,,0.485,-12.477092
,,0.48,-12.48008
,,0.475,-12.48008
,,0.47,-12.479084
,,0.465,-12.477092
,,0.46,-12.48008
,,0.455,-12.478087
,,0.45,-12.476095
,,0.445,-12.48008
,,0.44,-12.482072
,,0.435,-12.478087
,,0.43,-12.473107
,,0.425,-12.474104
,,0.42,-12.473107
,,0.415,-12.471115
,,0.41,-12.470119
,,0.405,-12.4751
,,0.4,-12.472112
,,0.395,-12.473107
,,0.39,-12.477092
,,0.385,-12.48008
,,0.38,-12.476095
,,0.375,-12.477092
,,0.37,-12.481075
,,0.365,-12.482072
,,0.36,-12.478087
,,0.355,-12.48008
,,0.35,-12.486055
,,0.345,-12.484064
,,0.34,-12.48008
,,0.335,-12.48008
,,0.33,-12.483068
,,0.325,-12.48008
,,0.32,-12.482072
,,0.315,-12.487052
,,0.31,-12.486055
,,0.305,-12.483068
,,0.3,-12.486055
,,0.295,-12.488048
,,0.29,-12.48506
,,0.285,-12.483068
,,0.28,-12.484064
,,0.275,-12.487052
,,0.27,-12.48506
,,0.265,-12.48008
,,0.26,-12.48008
,,0.255,-12.479084
,,0.25,-12.479084
,,0.245,-12.478087
,,0.24,-12.48008
,,0.235,-12.478087
,,0.23,-12.477092
,,0.225,-12.476095
,,0.22,-12.478087
,,0.215,-12.476095
,,0.21,-12.472112
,,0.205,-12.476095
,,0.2,-12.481075
,,0.195,-12.478087
,,0.19,-12.478087
,,0.185,-12.478087
,,0.18,-12.48008
,,0.175,-12.478087
,,0.17,-12.479084
,,0.165,-12.483068
,,0.16,-12.481075
,,0.155,-12.481075
,,0.15,-12.481075
,,0.145,-12.48506
,,0.14,-12.479084
,,0.135,-12.479084
,,0.13,-12.481075
,,0.125,-12.483068
,,0.12,-12.483068
,,0.115,-12.483068
,,0.11,-12.48506
,,0.105,-12.483068
,,0.1,-12.484064
,,0.095,-12.48506
,,0.09,-12.484064
,,0.085,-12.483068
,,0.08,-12.48506
,,0.075,-12.482072
,,0.07,-12.484064
,,0.065,-12.48506
,,0.06,-12.482072
,,0.055,-12.483068
,,0.05,-12.487052
,,0.045,-12.489044
,,0.04,-12.488048
,,0.035,-12.486055
,,0.03,-12.488048
,,0.025,-12.488048
,,0.02,-12.488048
,,0.015,-12.486055
,,0.01,-12.49004
,,0.005,-12.491035
,,-4.44E-16,-12.49004
,,-0.005,-12.49004
,,-0.01,-12.49004
,,-0.015,-12.48506
,,-0.02,-12.48506
,,-0.025,-12.489044
,,-0.03,-12.49004
,,-0.035,-12.48506
,,-0.04,-12.488048
,,-0.045,-12.49004
,,-0.05,-12.489044
,,-0.055,-12.484064
,,-0.06,-12.484064
,,-0.065,-12.48506
,,-0.07,-12.484064
,,-0.075,-12.48506
,,-0.08,-12.487052
,,-0.085,-12.484064
,,-0.09,-12.482072
,,-0.095,-12.483068
,,-0.1,-12.484064
,,-0.105,-12.483068
,,-0.11,-12.48008
,,-0.115,-12.48008
,,-0.12,-12.482072
,,-0.125,-12.483068
,,-0.13,-12.481075
,,-0.135,-12.483068
,,-0.14,-12.483068
,,-0.145,-12.483068
,,-0.15,-12.484064
,,-0.155,-12.483068
,,-0.16,-12.48506
,,-0.165,-12.481075
,,-0.17,-12.483068
,,-0.175,-12.48506
,,-0.18,-12.48506
,,-0.185,-12.483068
,,-0.19,-12.48506
,,-0.195,-12.49004
,,-0.2,-12.48506
